id,Data,Pais,Estado,Setor_Industrial,Nivel_Acidente,Nivel_Acidente_Potencial,Genero,Tipo_Trabalhador,Risco_Critico,Descricao
102,2016-04-30 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,IV - Alto,Homem,Funcionário,Prensado,"O funcionário realizava o retorno da carga na entrada da máquina descascadora, enquanto tentava alinhar um cátodo pressionado em sua mão direita."
103,2016-04-30 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"O trabalhador acidentado inicia o trabalho de apresentar a tela de malha de suporte no chão, fazendo um corte inicial na malha de um trecho de 0,3 m x 2,0 m para os ponchos, originando as mechas restantes da malha (pontas com pontas) salientes. Ao tentar fazer um segundo corte da malha, ela é posicionada na borda da malha restante com mechas para evitar que enrolem, momento em que tenta pegar sua tesoura e retirar o pé direito da malha fazendo com que a malha enrole e enfie uma mecha (ponta com varas) na bota esquerda causando a lesão. No momento do acidente o trabalhador usava botas de segurança."
104,2016-04-30 00:00:00,Brasil,Minas Gerais,Mineração,IV - Alto,IV - Alto,Homem,Terceiro,Outros,"Na câmara DDH da empresa Explomin, localizada no nível -100 Socorro rampa 334, quando o operário - auxiliar perfurador - estava desmontando a quinta haste de perfuração (NQ - 3 metros de aço com peso de 24 kg), utilizando uma chave stilson (nº 18), nesse momento o operador aciona a unidade de rotação, a haste de perfuração gira pressionando a mão esquerda do trabalhador contra a base do porta-haste, causando uma lesão no lado esquerdo mão. No momento do acidente, o auxiliar de perfuração usava luvas de borracha"
105,2016-05-01 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Ao realizar a manobra de aumento da tubulação HQ, o perfurador Wilder indica ao auxiliar Gilton introduzir o tubo interno na perfuratriz, o auxiliar introduz o tubo interno e coloca a mão na caixa do tubo, enquanto o perfurador sem perceber, ele passa o tubo sobre a mão do auxiliar e abre o mandril da unidade de rotação, deixando cair o tubo, aprisionando a mão direita do acidentado causando o ferimento."
106,2016-05-02 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,IV - Alto,Mulher,Terceiro (Remoto),Substâncias químicas,O funcionário relata que ao subir a escada de acesso ao centro cirúrgico da Ustulação foi surpreendido pela projeção de ácido sulfúrico.
107,2016-05-04 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Ferramentas manuais,"Ao realizar atividade de mapeamento geológico foi necessário martelar uma rocha para análise, no momento em que o escriturário a segurava, um fragmento pontiagudo escorregou no terceiro quirodáctilo da mão direita causando um corte superficial."
108,2016-05-03 00:00:00,Brasil,Rio de Janeiro,Mineração,II - Baixo,IV - Alto,Homem,Terceiro,Outros,"Sendo 16h20. aproximadamente, no Nv. 1880, CX-781. Sr. Kevin, ajudante do Jumbo 55, retirou a haste de perfuração que estava no furo, instantes em que rompe a corrente de sujeição da mesa da furadeira, deslizando para baixo conseguindo roçar o dedo indicador da mão esquerda, causando o ferimento."
109,2016-05-04 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,III - Médio,Homem,Funcionário,Outros,"Sendo 11h30. aproximadamente, no Nv. 1940, CX-791. O Sr. Francisco – Operador do Scoop 18, observa um tubo de polietileno jogado na estrada, procedendo ao abaixamento de seu equipamento e quando foi encontrado ao levantar o tubo até o gancho da empena direita, um pedaço de pedra que estava suspenso na tela eletrossoldada, impactando na sobrancelha direita do operador, causando o ferimento."
110,2016-05-04 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Mulher,Terceiro (Remoto),Substâncias químicas,"Durante a realização de inspecção para avaliação da actividade a desenvolver na casa de bombas da estação de vapor de Ustulação, esta foi atingida por derrames de ácido sulfúrico provenientes de uma linha localizada acima da casa de bombas da caldeira de recuperação térmica."
111,2016-05-04 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Substâncias químicas,"Durante a realização de vistoria para avaliação da atividade a desenvolver na casa de bombas da estação de vapor de Ustulação, deparou-se com derrames de ácido sulfúrico provenientes de uma linha situada por cima da casa de bombas da caldeira de recuperação térmica."
112,2016-05-05 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Terceiro,Ferramentas manuais,"O funcionário estava lixando uma peça na Eletrólise ao final da operação, quando a tampa protetora do disco girou para o dorso da mão esquerda."
113,2016-05-05 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro (Remoto),Ferramentas manuais,"Durante o corte do alimentador (costura de solda de manta de geomembrana PEAD) para armazenar a extrusora, a lâmina do estilete veio na direção de seu antebraço esquerdo, resultando em ferimentos curtos e contundentes."
114,2016-05-11 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Na oficina de soldagem nível 3620 (Ex -450 túnel quinoa), nos momentos em que o auxiliar levanta uma escora de madeira - 3m de comprimento x 4"" de diâmetro - 20 Kg de peso, para colocá-la sobre a mesa de trabalho a 1,30 m de altura, pisa em outra escora de madeira colocada no chão perdendo o equilíbrio caindo no mesmo nível deitado lateralmente sobre uma parede de concreto causando uma contusão no ombro esquerdo."
115,2016-05-12 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro (Remoto),Substâncias químicas,"No domingo, 15, o colaborador vai ao centro médico dizendo que sofreu um acidente há 3 dias ao realizar trabalhos de manutenção interna nos trocadores de calor, definidos como espaço confinado e com risco de queimaduras com ácido. Ao sair do espaço confinado, o colaborador retira as luvas de proteção sem ter passado pelo chuveiro de emergência; Nesse momento ocorre o contato da pele com os sulfatos, gerando a lesão."
116,2016-05-11 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Nos momentos em que o caminhão de transporte de pessoal da empresa MCEISA placa AJG-751, se deslocava da Nv 3300 para superfície, faltando 50m para chegar à foz da Nv 3900, a caixa de câmbio não responde então o motorista para o caminhão para inspecioná-lo junto com o pessoal de manutenção que naquele momento viajava no caminhão. Eles levantam a cabine para colocar manualmente o troco primeiro e continuar a viagem, culminando esta tarefa o motorista com o apoio do pessoal de manutenção abaixa a cabine que devido ao peso cai atingindo o motorista entre a cabine e a moega do caminhão. No momento do acidente o funcionário usava capacete de segurança e faixa de queixo."
117,2016-05-14 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Após concluir o trabalho de soldagem na caçamba da retroescavadeira feito durante 4 horas, durante as quais utilizou lua de vidro nº 10, o soldador sente um leve desconforto nos olhos, por isso é transferido ao serviço médico para avaliação. Durante o acidente o soldador utilizou máscara facial para soldagem."
118,2016-05-17 00:00:00,Brasil,Goiás,Outros,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"Quando um funcionário da MILPO Lima visitou as instalações, quando estava no nível 2.900, aguardando a subida da jaula de pessoal até o nível 4.070, gotas de água caem do teto de uma altura de aproximadamente 2,20 metros, produto de uma leve filtração na coroa (sustentada com concreto projetado), uma gota entra no olho direito causando desconforto no olho direito. Segundo o funcionário, no momento do acidente as lentes haviam sido retiradas para limpeza, isso aconteceu após a visita ao interior da mina."
119,2016-05-19 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro (Remoto),Outros,"Na subestação El Porvenir no nível 4240, ao montar uma estrutura metálica (aproximadamente 120 kg) com o apoio de um sistema de elevação, três operadores tentam acomodar a estrutura para ancorá-la em sua base, neste momento a estrutura metálica desliza na direção da mão direita do trabalhador acidentado, produzindo um leve acréscimo de mão direita entre a cabeça do parafuso e a base da estrutura causando a lesão. No momento do acidente os operadores fizeram uso de luvas de segurança."
120,2016-05-18 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Outros,"O funcionário realizava atividade de marcação de tubos de aço carbono quando seu capacete foi atingido por um tubo, causando um ferimento no couro cabeludo devido ao impacto da pele de carneiro do capacete."
121,2016-05-22 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Bloqueio e isolamento de energias,"Durante a manutenção na bomba LX-P-205B, houve projeção de polpa silicatada, atingindo a perna direita do funcionário."
122,2016-05-20 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Prevenção de queda (mesmo nível),"Nas circunstâncias em que a colaboradora Juveni realizava a lavagem das tabolas na área de lavagem de panelas, ela sofre sensação de tontura e desmaio provocando a queda do mesmo nível e produzindo uma leve concussão na cabeça."
123,2016-05-22 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Durante o trânsito do caminhão tanque de combustível do nível 3530 ao nível 2925 pela rampa norte; Ao passar pelo nível 3140 o operador sente que o pneu traseiro direito derrapa e quando o operador realiza uma manobra defensiva o caminhão bate na empena esquerda causando o ferimento descrito. No momento do acidente, o piloto e o copiloto usavam cinto de segurança, óculos de segurança e capacete."
124,2016-05-24 00:00:00,Canadá,Quebec,Outros,IV - Alto,IV - Alto,Homem,Terceiro,Queda,"Durante a visita de campo, para retornar ao trabalho após o almoço, o funcionário da empresa Wellfield escorregou nas pedras soltas que estavam no local. Nesse momento, com a intenção de se equilibrar, tentou agarrar-se a uma árvore, caindo sob o braço direito causando fratura na extremidade distal do rádio. A atividade foi paralisada e o funcionário foi encaminhado ao Hospital de Paracatu, onde recebeu atendimento médico."
125,2016-05-12 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,III - Médio,Homem,Funcionário,Outros,"Sendo 10h50. Aproximadamente, na oficina de manutenção mecânica (superfície) o Sr. Orlando da Boltec) e seu auxiliar Sr."
126,2016-05-25 00:00:00,Brasil,Rio de Janeiro,Mineração,II - Baixo,III - Médio,Homem,Funcionário,Outros,"Durante os testes da soft starter do motor da correia 03 o colaborador Igor circula pelo local e aproximadamente às 19h45 cai em uma vala para cabos elétricos, (0,90m de profundidade), a mesma que foi encontrada parcialmente descoberta."
127,2016-05-27 00:00:00,EUA,Texas,Mineração,I - Muito Baixo,V - Muito Alto,Homem,Funcionário,Outros,"Ao verificar a tensão na tomada do plugue e tomada para certificar-se de que a conexão estava correta, quando houve um pequeno arco elétrico no cabo de alimentação, causando uma leve queimadura no pulso direito. O sistema de proteção agiu imediatamente."
128,2016-05-25 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"A equipe de solo coordenada pelo Garimpeiro com seus auxiliares: da Silva e Wila 14h45, em uma abertura de ponta para acesso e coleta de amostras de solo, Auxiliar se deparou com algumas que tentou desviar cerca de 10 metros para a direita do local, mas no momento do desvio se deparou com a casa do marimbondo na sua frente, não dando tempo para nenhuma outra ação pois os bandidos já estavam agitados, da Silva 5 vezes: uma picada na cabeça, outra atrás no pescoço e outras 3 picadas no rosto. Como todos fizeram testes de alergia, verificou-se que não houve reação alérgica, lavou a parte afetada e voltou às atividades normais."
129,2016-05-26 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"Na atividade de reconhecimento geológico, na fazenda do Sr. Lázaro, a equipe composta por Felipe e Divino de Morais, em atividade normal encontrou uma mata ciliar, pois precisavam entrar na mata para verificar um afloramento rochoso que ficava na frente, o Divino percebeu a abertura do acesso com facão. Naquele momento, deu uma mordida no pescoço. Não houve mais ataques, nenhuma reação alérgica e o trabalho continuou normalmente. Com a obra concluída, saindo da mata pelo mesmo acesso, o Divino ajudante foi atacado por uma cobra e sofreu uma picada na testa. Nesse momento eles se afastaram da área. Verificou-se que não houve nenhum tipo de reação alérgica e retornou com atividades normais."
130,2016-05-26 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Funcionário,Outros,"Na atividade de reconhecimento geológico, na fazenda do Sr. Lázaro, a equipe composta por Felipe e Divino de Morais, em atividade normal encontrou uma mata ciliar, pois precisavam entrar na mata para verificar um afloramento rochoso que ficava na frente, o Divino percebeu a abertura do acesso com facão. Naquele momento, deu uma mordida no pescoço. Não houve mais ataques, nenhuma reação alérgica e o trabalho continuou normalmente. Com a obra concluída, saindo da mata pelo mesmo acesso, o Divino ajudante foi atacado por uma cobra e sofreu uma picada na testa. Nesse momento eles se afastaram da área. Verificou-se que não houve nenhum tipo de reação alérgica e retornou com atividades normais."
131,2016-06-01 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Corte,O balconista estava descascando e puxando um lençol veio outro que atingiu seu 5º quirodáctilo da mão esquerda rasgando sua manga de PVC causou um corte.
132,2016-06-02 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Corte,"Durante o processo de lavagem do material (Becker), a ponta do material quebrou o que causou um corte no 5º dedo da mão direita"
133,2016-06-03 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"Nas circunstâncias em que o colaborador realizou a limpeza da vala 3570, com 0,50 cm de profundidade, retirando o tubo de material PEAD 2” com peso estimado de 30 Kg. Junto com dois colaboradores, ao empurrar o tubo para drenar a duna, o colaborador é atingido no lábio inferior direito produzindo uma leve pancada no lábio."
134,2016-06-04 00:00:00,Brasil,Rio de Janeiro,Mineração,V - Muito Alto,V - Muito Alto,Homem,Terceiro,Outros,"Sendo 13h50. aproximadamente, no Nv. 1800, na vinícola Tecnomin. O Sr. Chagua - Bodeguero estava sozinho, cortando os fios nº 16 com uma esmerilhadeira, anteriormente havia retirado a proteção do disco de 4 polegadas de diâmetro e adaptado um disco de um cortador transversal de aproximadamente 8 polegadas. Originando amputação traumática de dois dedos da mão esquerda"
135,2016-06-03 00:00:00,Canadá,Quebec,Outros,II - Baixo,II - Baixo,Homem,Terceiro,Outros,"Durante a saída de campo, no LT 01 do alvo das Lajes, o oficial Junior da Costa pisou em um toco de madeira que estava no chão, de aproximadamente 5 cm, que perfurou sua bota ferindo a sola do pé direito. No momento do acidente, o funcionário utilizava todos os EPIs exigidos para a atividade e estava com as mãos livres. O funcionário foi levado ao hospital, onde passou por atendimento médico, e recebeu alta para retornar às atividades no dia seguinte de trabalho."
136,2016-06-05 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Funcionário,Outros,"no nível 2.900, durante a atividade de transporte de minério com locomotiva da OP2 até os bines, em momentos em que o comboio trafegava pela moega da OP1, o motorista auxiliar que andava na sela segurando o poste é atingido fracamente por um conjunto fendido que estava suspenso no duto do HDP na empena da obra a 1,65 metros do piso. No momento do acidente, o auxiliar estava com todos os equipamentos de segurança e cinto de segurança. No momento do acidente o conjunto Split apenas acompanhava a trajetória do comboio."
137,2016-06-05 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,I - Muito Baixo,Homem,Funcionário,Prevenção de queda,"O funcionário que atua como eletricista na gestão de eletrometalurgia, sofre contusão na perna direita ao sofrer escorregão na altura do degrau 3 da escada com código ELE-81-040 (escada gato de forno ABB), imediatamente é encaminhado a um colaborador ao serviço médico para ser atendido."
138,2016-06-08 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Em momentos que os trabalhadores: Técnico e Sr. Orlando da Boltec 2 da Cia. quis passar o empilhador manual por uma sardinela, o técnico puxou o braço hidráulico, enquanto o Sr. empurrava do prego do equipamento, ao chegar na vala o aro é amarrado e a equipe vira para frente caindo sobre o técnico."
139,2016-06-07 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,I - Muito Baixo,Homem,Funcionário,Outros,"Nas circunstâncias em que o funcionário realizou a ligação do cabo elétrico do jumbo nº 08, o operador sente desconforto na limpeza facial com a mão durante o uso da luva de borracha, gerando uma laceração superficial (pequeno ferimento) na maçã do rosto esquerda."
140,2016-06-07 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Na fase III da planta concentradora, o pessoal de manutenção realizou a retirada da correia de transmissão da célula de flotação de limpeza de Pb; no momento em que o mecânico retira a correia ele se apoia na perna esquerda que desliza em direção ao piso gradeado, deixando o pé entre os dois canos gerando a lesão descrita. Os trabalhos foram realizados ao nível do chão e no momento do acidente os funcionários estavam equipados com os seus equipamentos de segurança."
141,2016-06-08 00:00:00,Brasil,Bahia,Metalurgia,IV - Alto,IV - Alto,Homem,Funcionário,Prevenção de queda (mesmo nível),Aproximadamente às 18h20. no dia 06/08/16 o operador Eustáquio cai da plataforma metálica que dá acesso ao tanque D-1021 da etapa de lixiviação de ácido forte e sofre fraturas de luxo no pulso esquerdo ao apoiar a mão no chão. O operador foi direcionado ao primeiro tanque da etapa de lixiviação com ácido forte (Tk D-2040) para verificar a entrada do gasto no taque.
142,2016-06-08 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"Projeto de Vazante que realizou coleta de sedimentos de corrente no alvo Sul da Mata, na drenagem da Serra do Garrote. equipe que era composta por 04 integrantes da empresa WCA, sendo os S.r.s Leandro, e Jehovânio. estavam se deslocando de um ponto de coleta para outro, dentro de uma drenagem rasa, avistaram a caixa de abelhas, a reação foi afastar-se da caixa o mais rápido possível para evitar as picadas, correram cerca de 50 metros, procurando uma área segura, para sair do raio de ataque das abelhas, mas o S.S. e Breno), foram atacados e consequentemente sofreram 02 picadas, na barriga e Jeová na mão, verificaram que não houve nenhum tipo de reação alérgica, retornaram com o normal atividades."
143,2016-06-08 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Outros,"Projeto de Vazante que realizou coleta de sedimentos de corrente no alvo Sul da Mata, na drenagem da Serra do Garrote. equipe que era composta por 04 integrantes da empresa WCA, sendo os S.r.s Leandro, e Jehovânio. estavam se deslocando de um ponto de coleta para outro, dentro de uma drenagem rasa, avistaram a caixa de abelhas, a reação foi afastar-se da caixa o mais rápido possível para evitar as picadas, correram cerca de 50 metros, procurando uma área segura, para sair do raio de ataque das abelhas, mas o S.S. e Breno), foram atacados e consequentemente sofreram 02 picadas, na barriga e Jeová na mão, verificaram que não houve nenhum tipo de reação alérgica, retornaram com o normal atividades."
144,2016-06-10 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Ferramentas manuais,"O funcionário relata que trabalhava com roçadoras próximo à Pedra quando a lâmina do equipamento colidiu com um pedaço de metal que foi projetado em direção à sua perna, causando ferimentos na perna esquerda."
145,2016-06-13 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Concluída a amarração das faneles no cordão detonante, o acidentado passa a amarrar o cordão detonante na guia de segurança (pavio lento) a uma distância de 2,0 metros do topo da obra. Nesse momento, para finalizar a amarração, um banco de pedras (30cm x 50cm x 15cm; 67,5 Kg.) da mesma frente, de uma altura de 1,60 metros, que cai ao chão bem próximo dos feridos, desintegra-se em vários fragmentos, um dos quais (12cmx10cmx3cm, 2,0 Kg.) desliza entre os fragmentos de rocha e bate com a perna esquerda da vítima. No momento do acidente o operador usava botas de segurança e estava acompanhado por um supervisor."
146,2016-06-16 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Durante a actividade de construção de tapa-paredes com blocos de argamassa para melhorar a ventilação na zona intermédia; nos momentos em que o ajudante de pedreiro se preparava para concluir a construção do muro de 3,05m de altura, parte do muro - 12 blocos; 1,5 Kg por bloco - queda em direção ao andaime, assim o ajudante de pedreiro salta em direção a um acúmulo de areia localizado em um dos lados para evitar ser atingido pelos blocos, durante a queda ocorre a lesão descrita. No momento do acidente o ajudante de pedreiro saltou de uma altura de 1,40 m do chão da obra e utilizou seus equipamentos de segurança individual que reduziram o impacto da queda."
147,2016-06-16 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"O Geólogo e o auxiliar Elismar viajaram para avaliar pontos geológicos seguindo o GPS próximo a alguma drenagem. Seguindo pela rodovia estadual que dá acesso à região de Aripuanã, eles pararam e desceram do veículo para avistar o ponto identificado no GPS, Renato, ao se distanciar cerca de sete metros do veículo que seguia pela estrada, foi surpreendido por quatro picadas de espinhos no rosto e pescoço. Rapidamente ele correu de volta para o veículo, afastando-se do local. O balconista usava cinta e óculos de proteção, ainda não usava luvas, pois não entraria na área da mata. Não houve reação alérgica."
148,2016-06-16 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"O geólogo e auxiliar Ademir viajou a campo para avaliar pontos geológicos seguindo o GPS próximo a alguma drenagem. Seguindo pela rodovia estadual que dá acesso à região de Aripuanã, parou e desceu do veículo para ver o ponto identificado no GPS, Mário, ao se distanciar cerca de cinco metros do veículo que seguia pela estrada, foi surpreendido por duas picadas de espinhos no rosto. Rapidamente ele correu de volta para o veículo, afastando-se do local. O balconista usava cinta e óculos de proteção, ainda não usava luvas, pois não entraria na área da mata. Não houve reação alérgica."
149,2016-06-16 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"O Técnico e de Segurança deslocou-se ao campo para atividade de fiscalização, no caminho para o campo, fez uma pausa junto com as outras duas equipes para conhecer os pontos de drenagem a serem verificados, o Segurança ao sair do veículo, foi atingido por uma picada de mato no pescoço, retornou rapidamente ao veículo e fez comunicação via rádio com as outras duas equipes que se distanciaram do local. O balconista usava leggings e óculos. Não houve reação alérgica."
150,2016-06-16 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"Auxiliar e Geólogo deslocaram-se a campo para avaliar pontos geológicos seguindo o GPS próximo a alguma drenagem. Seguindo pela rodovia estadual que dá acesso à região de Aripuanã, parou e desceu do veículo para avistar o ponto identificado no GPS, Ademir, distanciando-se cerca de cinco metros do veículo, acompanhado do geólogo Mário, foi surpreendido por duas mordidas de golpes no pescoço. Rapidamente ele correu de volta para o veículo, afastando-se do local. O balconista usava cinta e óculos de proteção, ainda não usava luvas, pois não entraria na área da mata. Não houve reação alérgica."
151,2016-06-18 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Funcionário,Abelhas,"Ao percorrer o campo para fazer mapeamento geológico, o geólogo Manoel que estava acompanhado do garimpeiro Marcos se abaixou para se desviar da vegetação, naquele momento, recebeu três picadas sibilantes sendo elas, duas no rosto e uma no pescoço. Não houve reação alérgica e as atividades seguiram normalmente após o evento."
152,2016-06-18 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"Ao se deslocar em campo para fazer mapeamento geológico, o garimpeiro Marcos que estava acompanhado do geólogo Manoel se abaixou para se desviar da vegetação, nesse momento, recebeu uma picada sibilante no dedo anelar da mão direita. Não houve reação alérgica e as atividades seguiram normalmente após o evento."
153,2016-06-17 00:00:00,EUA,Nevada,Metalurgia,IV - Alto,V - Muito Alto,Homem,Funcionário,"
Not applicable","Aproximadamente às 17h45, o operador Paulo (operador dos filtros) informou via rádio ao operador da autoclave sobre um vazamento na lateral do purificador. A alimentação da autoclave III foi interrompida pelo controle e os funcionários Georli e Renato iniciaram os procedimentos de fechamento da válvula de transferência da autoclave para flash TQs. Logo em seguida, houve uma quebra no frango, projetando polpa quente e atingindo três funcionários que estavam dentro da sala próxima ao equipamento."
154,2016-06-19 00:00:00,Brasil,Minas Gerais,Mineração,IV - Alto,IV - Alto,Homem,Terceiro,Outros,"O operador da Tesoura 187 deixa seu equipamento estacionado no nível -2995 Acc 7 devido a problemas elétricos, quando chega o pessoal de manutenção o eletricista sobe na plataforma de controle do equipamento e realiza a verificação do sistema hidráulico confirmando o problema; então em coordenação com o mecânico decide realizar o teste com o sistema diesel, momentos em que acidentalmente aciona com o corpo a alavanca de movimentação do braço fazendo com que o braço da furadeira se desloque para baixo gerando o atrito da mão esquerda contra o suporte do tubo pivô gerando a lesão descrita. No momento do acidente o eletricista estava sozinho na plataforma de controle, enquanto o mecânico estava no nível do solo observando a pressão no manômetro do sistema diesel."
155,2016-06-21 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Quando o técnico mecânico passou a realizar a manutenção dos suportes do motor de um caminhão basculante, decidiu trazer um bloco de madeira, para o qual se deslocou para o depósito temporário de materiais – localizado a 10 m. do despistador - nas circunstâncias em que procurou a deixa; a câmera de um pneu estourou repentinamente (estava à direita e a 2 m. dos envolvidos); o som estrondoso afetou o ouvido direito do trabalhador. O pneu que explodiu tem 110 psi de pressão aproximadamente, no momento do ocorrido estavam empilhados 3 pneumáticos, o segundo foi o que explodiu (apresentou corte - local onde foi liberada a energia). O pneu que estava na parte superior não foi projetado. Os pneus foram deixados pelo guarda anterior (turno noturno), o depósito não possui teto. No local do evento apenas se localizou o mecânico atingido (a 2m.) e a uma distância de 70m. havia outros trabalhadores. No local estavam estacionados 5 caminhões, nenhum deles sofreu danos nos vidros."
156,2016-06-22 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Outros,"No nível 2930 acesse o teto da câmera Siemag, nos momentos em que o operador piquero civil procurava uma chave stilson de 12” dentro de sua caixa metálica de ferramentas, abra a tampa metálica (1m x 0,6m x 0,7m; 5 Kg de peso) com as duas mãos, em seguida empurre a tampa para trás posicionando a mão direita próximo à base da tampa causando uma centragem do seu quinto dedo entre a tampa e a estrutura da caixa na altura da dobradiça. Após o acidente, o funcionário usava luvas protetoras, o que reduziu as consequências da lesão."
157,2016-06-23 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Funcionário,Ferramentas manuais,"Ao manusear uma alavanca para movimentar a lama, o funcionário a movimentava fazendo um movimento pendular e batendo com o queixo."
158,2016-06-24 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Durante a mudança de posição do aro 1 do Jumbo ° 15, nos momentos em que o técnico mecânico com o apoio do eletricista desengatava os parafusos, ao afrouxar a quarta porca com o auxílio de uma alavanca (tubo metálico de 1"" de diâmetro, 1,8m de comprimento e peso de 5,5 Kg), esse efeito de ressalto retornando à posição inicial atingindo na palma da mão esquerda o técnico eletricista causador do ferimento. Os funcionários no momento do acidente usaram seus EPI's incluindo luvas de couro."
159,2016-06-24 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Nas circunstâncias em que o operador do carro eléctrico passou a sentar-se sobre o seu equipamento, ao fechar a porta tira a mão direita do corrimão e coloca-a junto à dobradiça da porta, que ao fechar prende parte do dedo médio do trabalhador. O trabalhador no momento do acidente fazia uso de luvas de segurança de couro."
160,2016-06-29 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Na planta enquanto realizava trabalho no redutor da bomba GEHO N° 1, ao acompanhar a rotação do eixo do redutor com chave mista de 7/16”, a coroa da chave bate contra o corpo da bomba GEHO atribuindo a área de união do quinto e quarto dedos da mão direita do soldador causando a lesão."
